school minority sex ses math.achieve sector size percent
5192 Yes Female 1.262 22.451 Catholic 258 37
5192 No Female 0.372 19.575 Catholic 258 37
5192 No Male 0.752 21.91 Catholic 258 37
5192 No Female -0.468 10.97 Catholic 258 37
5192 No Male 1.202 3.943 Catholic 258 37
5192 No Female 0.052 5.661 Catholic 258 37
5404 No Female 0.612 24.993 Catholic 700 90
5404 No Female 1.182 5.868 Catholic 700 90
5404 No Female 1.072 15.281 Catholic 700 90
5404 No Female 1.152 13.555 Catholic 700 90
5404 No Female 0.842 15.762 Catholic 700 90
5404 No Female 0.862 20.144 Catholic 700 90
5404 No Female 0.622 16.423 Catholic 700 90
5404 No Female 0.442 4.072 Catholic 700 90
5404 No Female 1.422 16.985 Catholic 700 90
5404 No Female 1.452 7.204 Catholic 700 90
5404 No Female 0.992 20.379 Catholic 700 90
5404 No Female 0.652 24.095 Catholic 700 90
5404 No Female 0.542 11.046 Catholic 700 90
5404 No Female 0.932 21.524 Catholic 700 90
5404 No Female 1.122 17.537 Catholic 700 90
5404 No Female -0.318 11.833 Catholic 700 90
5404 No Female 0.242 19.467 Catholic 700 90
5404 No Female 0.802 3.552 Catholic 700 90
5404 No Female 0.732 19.425 Catholic 700 90
5404 No Female 1.012 17.994 Catholic 700 90
5404 Yes Female 0.592 19.859 Catholic 700 90
5404 No Female 1.342 15.497 Catholic 700 90
5404 No Female 0.932 24.138 Catholic 700 90
5404 No Female 0.392 14.573 Catholic 700 90
5404 No Female -0.358 4.096 Catholic 700 90
5404 No Female 0.532 8.47 Catholic 700 90
5404 Yes Female -0.898 20.776 Catholic 700 90
5404 No Female 0.832 9.106 Catholic 700 90
5404 No Female 1.172 10.713 Catholic 700 90
5404 No Female -0.468 10.817 Catholic 700 90
5404 No Female 1.172 20.794 Catholic 700 90
5404 No Female 1.072 7.128 Catholic 700 90
5404 No Female 1.172 22.896 Catholic 700 90
5404 No Female 0.422 16.895 Catholic 700 90
5404 No Female 0.482 8.215 Catholic 700 90
5404 No Female 0.982 4.837 Catholic 700 90
5404 No Female 1.182 16.713 Catholic 700 90
5404 No Female -0.098 14.106 Catholic 700 90
5404 No Female 1.242 13.711 Catholic 700 90
5404 No Female 0.952 17.312 Catholic 700 90
5404 No Female 1.262 12.411 Catholic 700 90
5404 No Female 1.072 14.927 Catholic 700 90
5404 No Female 0.902 18.802 Catholic 700 90
5404 No Female 1.512 22.08 Catholic 700 90
5404 Yes Female 0.762 9.395 Catholic 700 90
5404 No Female 1.072 24.479 Catholic 700 90
5404 No Female 0.702 9.987 Catholic 700 90
5404 No Female 0.902 16.574 Catholic 700 90
5404 No Female 0.452 23.81 Catholic 700 90
5404 No Female 1.122 17.163 Catholic 700 90
5404 No Female 1.302 21.819 Catholic 700 90
5404 No Female 1.182 20.686 Catholic 700 90
5404 No Female 1.512 19.015 Catholic 700 90
5404 No Female 1.262 13.664 Catholic 700 90
5404 No Female 0.932 23.137 Catholic 700 90
5404 No Female 1.422 4.682 Catholic 700 90
5404 No Female 0.632 18.232 Catholic 700 90
5619 No Female 1.362 22.521 Catholic 1118 77
5619 No Male 0.502 24.133 Catholic 1118 77
5619 No Female -0.858 6.756 Catholic 1118 77
5619 No Male -0.098 16.338 Catholic 1118 77
5619 No Female 0.162 4.408 Catholic 1118 77
5619 No Male 0.542 6.388 Catholic 1118 77
5619 No Male 1.012 23.566 Catholic 1118 77
5619 No Male 0.772 18.315 Catholic 1118 77
5619 No Female -0.728 16.721 Catholic 1118 77
5619 No Male 0.842 24.993 Catholic 1118 77
5619 No Male 0.782 19.032 Catholic 1118 77
5619 No Male 0.582 21.031 Catholic 1118 77
5619 No Male 1.422 18.6 Catholic 1118 77
5619 No Male 1.512 21.666 Catholic 1118 77
5619 No Female -0.288 0.452 Catholic 1118 77
5619 No Male -1.258 -0.368 Catholic 1118 77
5619 No Male 0.182 17.817 Catholic 1118 77
5619 No Female 0.842 11.827 Catholic 1118 77
5619 No Male 1.182 14.457 Catholic 1118 77
5619 No Male -0.338 18.272 Catholic 1118 77
5619 No Female 0.362 12.905 Catholic 1118 77
5619 No Female 0.412 15.936 Catholic 1118 77
5619 No Male 1.122 23.746 Catholic 1118 77
5619 No Male 0.922 19.757 Catholic 1118 77
5619 No Male 1.292 18.915 Catholic 1118 77
5619 No Female -0.118 23.124 Catholic 1118 77
5619 No Male 0.772 17.193 Catholic 1118 77
5619 No Female -0.098 24.133 Catholic 1118 77
5619 No Male 0.562 16.703 Catholic 1118 77
5619 No Female 0.972 20.17 Catholic 1118 77
5619 No Male 0.912 15.977 Catholic 1118 77
5619 No Male 0.632 23.043 Catholic 1118 77
5619 No Male 1.062 22.051 Catholic 1118 77
5619 No Female -0.478 10.506 Catholic 1118 77
5619 No Female 0.412 21.451 Catholic 1118 77
5619 No Male -0.728 1.135 Catholic 1118 77
5619 No Male 0.522 18.737 Catholic 1118 77
5619 No Female 0.042 16.443 Catholic 1118 77
5619 No Male 0.202 7.751 Catholic 1118 77
5619 No Male 0.932 14.44 Catholic 1118 77
5619 No Female 0.472 1.701 Catholic 1118 77
5619 No Female 0.542 9.264 Catholic 1118 77
5619 No Male 0.102 18.749 Catholic 1118 77
5619 No Female 0.312 19.491 Catholic 1118 77
5619 No Female 0.112 17.474 Catholic 1118 77
5619 No Male 0.252 3.352 Catholic 1118 77
5619 No Female 0.792 18.116 Catholic 1118 77
5619 No Male 0.562 22.08 Catholic 1118 77
5619 No Female 0.612 3.254 Catholic 1118 77
5619 No Female 0.642 8.529 Catholic 1118 77
5619 No Female 0.062 24.247 Catholic 1118 77
5619 No Female 1.282 14.76 Catholic 1118 77
5619 No Male 0.562 24.479 Catholic 1118 77
5619 No Male -1.048 2.866 Catholic 1118 77
5619 No Male 0.842 16.236 Catholic 1118 77
5619 No Female 0.932 22.517 Catholic 1118 77
5619 No Male -0.188 11.755 Catholic 1118 77
5619 No Female 0.032 24.479 Catholic 1118 77
5619 No Female 0.372 9.939 Catholic 1118 77
5619 No Male 0.932 23.062 Catholic 1118 77
5619 No Male 0.752 9.572 Catholic 1118 77
5619 No Female 0.082 8.647 Catholic 1118 77
5619 No Male 0.392 17.795 Catholic 1118 77
5619 No Female 0.542 -0.988 Catholic 1118 77
5619 No Female 0.172 16.649 Catholic 1118 77
5619 No Female -0.218 18.406 Catholic 1118 77
5640 No Male 0.512 11.876 Public 1152 41
5640 No Female -1.068 14.283 Public 1152 41
5640 No Female -0.458 3.714 Public 1152 41
5640 No Male 0.632 23.048 Public 1152 41
5640 No Female -0.038 18.066 Public 1152 41
5640 No Female -0.768 1.427 Public 1152 41
5640 No Female -0.518 7.582 Public 1152 41
5640 No Male 0.262 24.107 Public 1152 41
5640 No Female -0.798 23.424 Public 1152 41
5640 No Female -0.078 7.261 Public 1152 41
5640 No Male 0.252 0.443 Public 1152 41
5640 No Female -0.138 12.338 Public 1152 41
5640 No Male -0.058 6.035 Public 1152 41
5640 No Female 0.532 10.579 Public 1152 41
5640 No Male 0.332 18.225 Public 1152 41
5640 No Female -0.978 10.193 Public 1152 41
5640 No Female 0.832 19.16 Public 1152 41
5640 No Male -0.548 9.223 Public 1152 41
5640 No Female -0.648 20.145 Public 1152 41
5640 No Male -1.198 7.131 Public 1152 41
5640 No Male -1.168 3.927 Public 1152 41
5640 No Male -0.648 16.722 Public 1152 41
5640 No Male 0.972 20.907 Public 1152 41
5640 No Female 0.072 22.406 Public 1152 41
5640 No Male -0.468 24.545 Public 1152 41
5640 No Male -0.658 21.579 Public 1152 41
5640 No Female -0.118 16.509 Public 1152 41
5640 No Male -0.368 11.534 Public 1152 41
5640 No Male 0.752 16.197 Public 1152 41
5640 No Male -0.508 22.107 Public 1152 41
5640 No Male 0.012 23.768 Public 1152 41
5640 No Female -0.818 4.037 Public 1152 41
5640 No Female -0.808 9.231 Public 1152 41
5640 No Male -0.748 8.276 Public 1152 41
5640 No Female 0.012 17.085 Public 1152 41
5640 No Male -0.448 13 Public 1152 41
5640 No Female 0.592 22.373 Public 1152 41
5640 No Male 1.092 11.281 Public 1152 41
5640 No Male -0.848 11.11 Public 1152 41
5640 No Female -0.938 2.215 Public 1152 41
5640 No Male -0.068 19.515 Public 1152 41
5640 No Male -0.308 16.212 Public 1152 41
5640 No Male -0.078 13.876 Public 1152 41
5640 No Female 0.202 0.614 Public 1152 41
5640 No Male -0.348 11.116 Public 1152 41
5640 No Male 0.892 23.525 Public 1152 41
5640 No Male -1.138 8.389 Public 1152 41
5640 No Male 0.252 9.056 Public 1152 41
5640 No Male -0.268 14.699 Public 1152 41
5640 No Male 0.572 15.758 Public 1152 41
5640 No Male 0.182 0.718 Public 1152 41
5640 No Female -0.078 15.058 Public 1152 41
5640 No Female 0.022 4.067 Public 1152 41
5640 No Female 0.132 11.902 Public 1152 41
5640 No Female -0.588 5.915 Public 1152 41
5640 No Male -0.358 9.314 Public 1152 41
5640 No Male -0.108 23.323 Public 1152 41
5650 Yes Female 0.292 22.587 Catholic 720 60
5650 Yes Male -0.948 7.633 Catholic 720 60
5650 Yes Female -0.758 8.49 Catholic 720 60
5650 Yes Female 0.482 4.682 Catholic 720 60
5650 No Male -0.238 14.866 Catholic 720 60
5650 Yes Female 0.152 23.38 Catholic 720 60
5650 No Female 1.262 22.067 Catholic 720 60
5650 Yes Female 0.812 5.191 Catholic 720 60
5650 Yes Female 1.072 4.527 Catholic 720 60
5650 Yes Female -0.618 3.422 Catholic 720 60
5650 Yes Male -0.048 8.034 Catholic 720 60
5650 Yes Male -0.838 6.552 Catholic 720 60
5650 Yes Female 0.092 12.125 Catholic 720 60
5650 Yes Male -0.508 4.275 Catholic 720 60
5650 Yes Female 0.052 15.026 Catholic 720 60
5650 Yes Female 0.292 22.924 Catholic 720 60
5650 Yes Female 1.252 13.331 Catholic 720 60
5650 No Female -0.748 16.641 Catholic 720 60
5650 Yes Female -0.768 20.907 Catholic 720 60
5650 Yes Female -0.088 12.525 Catholic 720 60
5650 Yes Female -0.578 10.527 Catholic 720 60
5650 Yes Female 0.872 17.991 Catholic 720 60
5650 Yes Male -0.868 17.392 Catholic 720 60
5650 Yes Female -0.868 19.762 Catholic 720 60
5650 Yes Female -0.528 13.835 Catholic 720 60
5650 Yes Female -0.198 19.858 Catholic 720 60
5650 Yes Female -0.288 8.526 Catholic 720 60
5650 Yes Male -0.378 22.974 Catholic 720 60
5650 Yes Female 0.152 16.722 Catholic 720 60
5650 Yes Male -0.358 19.312 Catholic 720 60
5650 Yes Female 0.302 9.117 Catholic 720 60
5650 Yes Female -0.688 4.294 Catholic 720 60
5650 No Female 1.262 8.507 Catholic 720 60
5650 No Female 0.922 12.438 Catholic 720 60
5650 Yes Female 1.512 13.508 Catholic 720 60
5650 Yes Female -1.538 8.368 Catholic 720 60
5650 Yes Female 0.482 10.519 Catholic 720 60
5650 Yes Female -0.318 10.958 Catholic 720 60
5650 Yes Female 1.302 18.266 Catholic 720 60
5650 Yes Female 1.422 17.392 Catholic 720 60
5650 Yes Male -0.038 23.28 Catholic 720 60
5650 Yes Male -0.468 22.229 Catholic 720 60
5650 Yes Male -1.208 20.789 Catholic 720 60
5650 Yes Male 0.682 23.28 Catholic 720 60
5650 Yes Male 0.222 23.28 Catholic 720 60
5667 No Female -0.188 10.697 Catholic 810 59
5667 No Male 0.062 14.909 Catholic 810 59
5667 No Male 1.062 23.249 Catholic 810 59
5667 No Male 0.272 15.319 Catholic 810 59
5667 Yes Male -1.328 0.258 Catholic 810 59
5667 No Male 1.512 5.902 Catholic 810 59
5667 No Male 1.002 23.785 Catholic 810 59
5667 No Female -0.498 10.478 Catholic 810 59
5667 No Male -0.368 16.752 Catholic 810 59
5667 No Female 1.122 18.184 Catholic 810 59
5667 No Female -0.098 6.094 Catholic 810 59
5667 Yes Male 1.092 16.269 Catholic 810 59
5667 No Male 0.652 10.989 Catholic 810 59
5667 No Male 0.632 21.097 Catholic 810 59
5667 No Male -0.778 23.033 Catholic 810 59
5667 No Male 0.202 22.544 Catholic 810 59
5667 No Male 0.862 12.413 Catholic 810 59
5667 Yes Female 0.792 8.169 Catholic 810 59
5667 No Female 0.702 10.373 Catholic 810 59
5667 No Male 0.792 23.882 Catholic 810 59
5667 No Male 0.332 15.745 Catholic 810 59
5667 No Male 0.232 17.765 Catholic 810 59
5667 No Female 1.072 15.826 Catholic 810 59
5667 No Male 0.092 -2.832 Catholic 810 59
5667 No Female 0.532 4.618 Catholic 810 59
5667 No Male 0.652 22.889 Catholic 810 59
5667 No Female -0.888 6.967 Catholic 810 59
5667 No Female 1.422 17.9 Catholic 810 59
5667 No Male 0.832 9.743 Catholic 810 59
5667 No Male 0.482 11.893 Catholic 810 59
5667 No Male -0.838 10.489 Catholic 810 59
5667 No Female 0.762 13.437 Catholic 810 59
5667 No Male 0.662 8.954 Catholic 810 59
5667 No Female 0.852 18.773 Catholic 810 59
5667 No Male 0.462 17.974 Catholic 810 59
5667 No Male 0.582 18.454 Catholic 810 59
5667 No Female -0.158 21.319 Catholic 810 59
5667 No Male 1.122 12.882 Catholic 810 59
5667 No Male 0.252 21.283 Catholic 810 59
5667 No Male 0.292 17.112 Catholic 810 59
5667 No Female 1.332 14.859 Catholic 810 59
5667 Yes Female -0.388 11.141 Catholic 810 59
5667 No Female -0.648 0.977 Catholic 810 59
5667 No Female 0.432 13.138 Catholic 810 59
5667 No Female 0.182 7.965 Catholic 810 59
5667 No Male 0.582 24.067 Catholic 810 59
5667 No Male 0.322 15.409 Catholic 810 59
5667 No Male 0.502 9.903 Catholic 810 59
5667 No Female 0.892 12.336 Catholic 810 59
5667 No Male -0.158 21.533 Catholic 810 59
5667 No Female 0.842 11.286 Catholic 810 59
5667 No Female 0.762 12.331 Catholic 810 59
5667 Yes Male -0.298 13.813 Catholic 810 59
5667 Yes Male 1.512 23.053 Catholic 810 59
5667 No Male 0.032 5.812 Catholic 810 59
5667 No Male 0.832 17.271 Catholic 810 59
5667 Yes Female -0.468 0.767 Catholic 810 59
5667 No Male 0.712 4.68 Catholic 810 59
5667 Yes Male 0.472 14.796 Catholic 810 59
5667 No Male 1.202 21.514 Catholic 810 59
5667 No Male 0.662 8.234 Catholic 810 59
5720 No Female 0.432 19.196 Catholic 381 65
5720 No Female -0.838 13.754 Catholic 381 65
5720 No Female -0.068 12.43 Catholic 381 65
5720 No Male 0.502 11.871 Catholic 381 65
5720 No Male -1.228 13.289 Catholic 381 65
5720 No Male 0.302 0.829 Catholic 381 65
5720 No Female 0.502 18.8 Catholic 381 65
5720 No Female -0.298 13.086 Catholic 381 65
5720 No Female 0.382 21.361 Catholic 381 65
5720 No Female -0.238 8.259 Catholic 381 65
5720 No Male -0.528 17.248 Catholic 381 65
5720 No Female -0.658 9.757 Catholic 381 65
5720 No Female 0.502 20.765 Catholic 381 65
5720 No Male -0.078 15.896 Catholic 381 65
5720 No Male 0.322 23.912 Catholic 381 65
5720 No Male 1.182 24.075 Catholic 381 65
5720 No Female -0.498 12.851 Catholic 381 65
5720 No Female -0.898 14.649 Catholic 381 65
5720 No Male -0.948 14.477 Catholic 381 65
5720 No Female 0.352 14.68 Catholic 381 65
5720 No Female -0.818 14.966 Catholic 381 65
5720 No Male -0.318 3.265 Catholic 381 65
5720 No Male -0.508 12.149 Catholic 381 65
5720 No Male -0.718 17.187 Catholic 381 65
5720 No Male 0.652 22.829 Catholic 381 65
5720 No Female -0.678 8.342 Catholic 381 65
5720 No Female -0.038 12.428 Catholic 381 65
5720 No Female 0.772 10.315 Catholic 381 65
5720 No Male -0.688 7.136 Catholic 381 65
5720 No Female 0.592 20.504 Catholic 381 65
5720 No Female -0.448 10.669 Catholic 381 65
5720 No Female 0.092 9.064 Catholic 381 65
5720 No Male 0.202 15.664 Catholic 381 65
5720 No Female 0.512 7.728 Catholic 381 65
5720 No Male 0.632 23.525 Catholic 381 65
5720 No Male -0.978 18.493 Catholic 381 65
5720 No Male -0.628 -1.472 Catholic 381 65
5720 No Male 0.442 18.714 Catholic 381 65
5720 No Female 0.792 9.484 Catholic 381 65
5720 No Female 0.132 13.265 Catholic 381 65
5720 No Male 0.132 19.945 Catholic 381 65
5720 No Male 1.082 12.012 Catholic 381 65
5720 No Male -0.438 17.221 Catholic 381 65
5720 No Female -0.468 10.385 Catholic 381 65
5720 No Female 0.012 10.822 Catholic 381 65
5720 No Male -0.308 12.55 Catholic 381 65
5720 No Male 0.262 15.371 Catholic 381 65
5720 No Male 0.922 22.465 Catholic 381 65
5720 No Male 0.572 8.652 Catholic 381 65
5720 No Male -0.888 21.794 Catholic 381 65
5720 No Male 1.132 18.241 Catholic 381 65
5720 No Male 1.122 13.712 Catholic 381 65
5720 No Male 1.392 18.352 Catholic 381 65
5761 No Female -1.118 2.076 Catholic 215 63
5761 No Female 0.392 5.797 Catholic 215 63
5761 Yes Female -0.528 6.037 Catholic 215 63
5761 Yes Female 1.402 9.889 Catholic 215 63
5761 Yes Female 0.182 11.618 Catholic 215 63
5761 No Female -0.708 5.364 Catholic 215 63
5761 No Female -0.018 14.633 Catholic 215 63
5761 No Female -1.238 4.153 Catholic 215 63
5761 Yes Female -0.938 6.712 Catholic 215 63
5761 Yes Female -0.718 17.514 Catholic 215 63
5761 Yes Female -0.348 21.233 Catholic 215 63
5761 No Female -1.368 9.544 Catholic 215 63
5761 No Female -1.758 -1.408 Catholic 215 63
5761 No Female -1.278 8.393 Catholic 215 63
5761 Yes Female 1.252 21.39 Catholic 215 63
5761 No Female 0.472 17.157 Catholic 215 63
5761 No Female -0.118 7.344 Catholic 215 63
5761 No Female -0.078 2.407 Catholic 215 63
5761 Yes Female -0.858 17.042 Catholic 215 63
5761 No Female -0.168 14.662 Catholic 215 63
5761 No Female -0.428 15.794 Catholic 215 63
5761 Yes Female -0.198 16.481 Catholic 215 63
5761 No Female -0.798 20.99 Catholic 215 63
5761 No Female 0.022 8.794 Catholic 215 63
5761 Yes Female 0.872 8.331 Catholic 215 63
5761 No Female 0.682 24.479 Catholic 215 63
5761 No Female 0.802 13.33 Catholic 215 63
5761 No Female -0.278 11.342 Catholic 215 63
5761 Yes Female 1.182 16.773 Catholic 215 63
5761 No Female -0.328 21.633 Catholic 215 63
5761 No Female -0.298 17.92 Catholic 215 63
5761 No Female -0.258 16.784 Catholic 215 63
5761 No Female 0.272 13.7 Catholic 215 63
5761 No Female -0.598 3.422 Catholic 215 63
5761 No Female -0.158 4.462 Catholic 215 63
5761 Yes Female -0.668 8.118 Catholic 215 63
5761 Yes Female -0.768 17.931 Catholic 215 63
5761 Yes Female -0.028 1.288 Catholic 215 63
5761 No Female 0.842 14.836 Catholic 215 63
5761 No Female -0.378 6.861 Catholic 215 63
5761 Yes Female -0.278 14.872 Catholic 215 63
5761 Yes Female 0.192 14.73 Catholic 215 63
5761 Yes Female -0.558 5.076 Catholic 215 63
5761 Yes Female -1.128 14.491 Catholic 215 63
5761 Yes Female -1.038 -0.493 Catholic 215 63
5761 No Female -0.508 10.084 Catholic 215 63
5761 Yes Female -1.008 17.565 Catholic 215 63
5761 No Female -0.798 5.655 Catholic 215 63
5761 No Female -0.838 15.644 Catholic 215 63
5761 Yes Female -0.708 -1.559 Catholic 215 63
5761 Yes Female -0.898 6.659 Catholic 215 63
5761 No Female -1.178 11.629 Catholic 215 63
5762 Yes Male -1.308 8.529 Public 1826 24
5762 Yes Male -0.828 13.453 Public 1826 24
5762 Yes Male -1.498 10.81 Public 1826 24
5762 Yes Female -1.768 0.585 Public 1826 24
5762 Yes Male -1.028 -2.252 Public 1826 24
5762 Yes Male -0.438 2.633 Public 1826 24
5762 Yes Female -1.118 -2.55 Public 1826 24
5762 Yes Female -1.428 3.284 Public 1826 24
5762 Yes Female -0.858 2.43 Public 1826 24
5762 Yes Female -1.758 12.771 Public 1826 24
5762 No Female -1.448 4.888 Public 1826 24
5762 Yes Female -1.358 7.081 Public 1826 24
5762 Yes Male -1.848 5.813 Public 1826 24
5762 Yes Male -1.648 5.037 Public 1826 24
5762 Yes Female -1.358 -2.224 Public 1826 24
5762 Yes Male -0.588 6.524 Public 1826 24
5762 Yes Male -1.118 -2.721 Public 1826 24
5762 Yes Male -1.948 0.193 Public 1826 24
5762 Yes Female 0.052 0.959 Public 1826 24
5762 Yes Female -1.608 6.366 Public 1826 24
5762 Yes Female -0.768 4.423 Public 1826 24
5762 Yes Female -2.078 3.954 Public 1826 24
5762 Yes Male -1.488 2.572 Public 1826 24
5762 Yes Female -0.838 19.424 Public 1826 24
5762 Yes Male -0.988 7.094 Public 1826 24
5762 Yes Female -0.898 2.764 Public 1826 24
5762 Yes Male -0.208 3.73 Public 1826 24
5762 No Female -0.888 -0.754 Public 1826 24
5762 Yes Female -1.578 -2.832 Public 1826 24
5762 Yes Female -0.078 1.045 Public 1826 24
5762 No Female -1.308 9.385 Public 1826 24
5762 No Male -1.368 2.617 Public 1826 24
5762 Yes Female -1.118 1.083 Public 1826 24
5762 Yes Female -1.238 7.722 Public 1826 24
5762 Yes Female -1.538 5.312 Public 1826 24
5762 Yes Male -0.988 0.569 Public 1826 24
5762 Yes Male -1.908 10.303 Public 1826 24
5783 No Male -0.548 4.983 Public 1832 54
5783 No Female 0.322 9.725 Public 1832 54
5783 No Female -0.728 21.504 Public 1832 54
5783 No Female 0.022 11.637 Public 1832 54
5783 No Female -0.168 4.858 Public 1832 54
5783 No Male 0.502 17.53 Public 1832 54
5783 Yes Female -0.498 0.148 Public 1832 54
5783 No Female 0.522 17.718 Public 1832 54
5783 Yes Female 0.612 1.288 Public 1832 54
5783 Yes Male 0.762 3.083 Public 1832 54
5783 Yes Female 1.002 18.026 Public 1832 54
5783 No Female -0.538 10.652 Public 1832 54
5783 No Female -0.298 20 Public 1832 54
5783 Yes Female 1.152 11.593 Public 1832 54
5783 No Female -0.168 17.416 Public 1832 54
5783 No Male 0.852 17.059 Public 1832 54
5783 No Female 0.342 9.413 Public 1832 54
5783 No Male 1.152 22.794 Public 1832 54
5783 No Male -0.188 15.456 Public 1832 54
5783 No Male 0.982 18.326 Public 1832 54
5783 No Male 0.272 13.009 Public 1832 54
5783 No Female -0.528 7.417 Public 1832 54
5783 No Female -0.348 14.704 Public 1832 54
5783 No Male 0.742 10.927 Public 1832 54
5783 No Male 1.122 22.541 Public 1832 54
5783 No Male 0.822 21.141 Public 1832 54
5783 No Female -2.328 5.499 Public 1832 54
5783 Yes Female 0.492 17.287 Public 1832 54
5783 Yes Male -0.318 15.626 Public 1832 54
5815 No Female -1.828 5.964 Public 949 19
5815 Yes Male -1.478 0.842 Public 949 19
5815 Yes Male -1.068 5.271 Public 949 19
5815 No Male -0.228 17.43 Public 949 19
5815 No Male 0.292 10.485 Public 949 19
5815 No Female -0.818 0.371 Public 949 19
5815 No Male -0.228 12.521 Public 949 19
5815 Yes Female -0.718 2.865 Public 949 19
5815 No Female -0.048 12.484 Public 949 19
5815 No Female -0.718 14.206 Public 949 19
5815 No Female -0.588 19.598 Public 949 19
5815 No Male -0.518 6.707 Public 949 19
5815 Yes Male -0.268 3.9 Public 949 19
5815 Yes Female -1.768 1.27 Public 949 19
5815 No Female -0.918 11.182 Public 949 19
5815 Yes Female -0.778 -1.603 Public 949 19
5815 Yes Male -1.018 14.165 Public 949 19
5815 Yes Male -0.568 2.04 Public 949 19
5815 Yes Female -0.688 7.123 Public 949 19
5815 No Female 0.182 5.443 Public 949 19
5815 No Female -0.038 6.44 Public 949 19
5815 Yes Male -1.488 3.778 Public 949 19
5815 No Female -1.018 5.034 Public 949 19
5815 No Male -0.008 3.278 Public 949 19
5815 No Female -0.678 10.99 Public 949 19
5819 No Male 0.332 5.698 Public 1302 41
5819 No Male -0.768 1.068 Public 1302 41
5819 Yes Male -0.238 13.427 Public 1302 41
5819 No Female -0.238 13.702 Public 1302 41
5819 No Male 1.312 11.802 Public 1302 41
5819 No Male 0.822 14.658 Public 1302 41
5819 No Female -0.188 18.881 Public 1302 41
5819 No Female -0.088 2.191 Public 1302 41
5819 No Male 0.442 5.19 Public 1302 41
5819 No Female 0.332 19.487 Public 1302 41
5819 No Male 0.182 7.381 Public 1302 41
5819 No Female 0.882 9.741 Public 1302 41
5819 No Female 0.692 11.149 Public 1302 41
5819 No Male 1.212 16.246 Public 1302 41
5819 No Male 0.072 7.782 Public 1302 41
5819 No Male -1.078 19.357 Public 1302 41
5819 No Male 0.792 15.575 Public 1302 41
5819 No Female 1.262 15.669 Public 1302 41
5819 Yes Female -1.118 15.108 Public 1302 41
5819 No Female -0.658 11.933 Public 1302 41
5819 No Male -0.888 6.032 Public 1302 41
5819 No Male -0.308 23.185 Public 1302 41
5819 No Male 0.082 1.584 Public 1302 41
5819 No Male 0.022 2.272 Public 1302 41
5819 No Female 0.312 16.837 Public 1302 41
5819 No Female 0.692 16.688 Public 1302 41
5819 No Female 0.782 13.652 Public 1302 41
5819 No Male 0.072 5.825 Public 1302 41
5819 No Male 0.552 24.812 Public 1302 41
5819 No Female 0.142 16.936 Public 1302 41
5819 No Male 1.072 24.483 Public 1302 41
5819 No Female 1.022 7.492 Public 1302 41
5819 No Male -0.348 3.886 Public 1302 41
5819 No Female 0.262 -2.132 Public 1302 41
5819 No Male 0.192 18.62 Public 1302 41
5819 No Female 0.592 16.084 Public 1302 41
5819 No Female 0.592 20.441 Public 1302 41
5819 No Female 0.462 3.237 Public 1302 41
5819 No Female -0.078 18.142 Public 1302 41
5819 No Male 0.302 10.165 Public 1302 41
5819 No Female -0.088 24.479 Public 1302 41
5819 No Female -0.608 3.615 Public 1302 41
5819 No Female 0.152 12.465 Public 1302 41
5819 No Female -0.008 14.736 Public 1302 41
5819 No Male 0.002 13.854 Public 1302 41
5819 No Female 0.792 18.01 Public 1302 41
5819 No Male 0.302 11.794 Public 1302 41
5819 No Male -0.088 13.848 Public 1302 41
5819 No Female -0.998 12.192 Public 1302 41
5819 No Male 0.132 -2.334 Public 1302 41
5838 No Female -0.038 13.903 Public 1627 53
5838 No Female 0.772 14.123 Public 1627 53
5838 No Male 0.152 24.133 Public 1627 53
5838 No Female 0.842 22.449 Public 1627 53
5838 No Male -0.188 10.225 Public 1627 53
5838 No Female -0.118 5.441 Public 1627 53
5838 No Female -0.168 7.477 Public 1627 53
5838 Yes Male -0.228 14.707 Public 1627 53
5838 No Male -0.828 13.934 Public 1627 53
5838 No Female -0.598 10.504 Public 1627 53
5838 No Female 0.212 14.275 Public 1627 53
5838 No Male 0.152 21.355 Public 1627 53
5838 No Female -0.888 8.754 Public 1627 53
5838 No Male 0.932 13.701 Public 1627 53
5838 No Female -0.958 9.614 Public 1627 53
5838 No Female 0.982 10.439 Public 1627 53
5838 No Male -0.248 3.584 Public 1627 53
5838 No Male -0.168 20.673 Public 1627 53
5838 No Female 0.462 12.335 Public 1627 53
5838 No Male 0.502 10.479 Public 1627 53
5838 No Female -0.148 15.515 Public 1627 53
5838 No Female 1.072 9.875 Public 1627 53
5838 No Female 0.712 17.327 Public 1627 53
5838 No Male 0.932 7.193 Public 1627 53
5838 No Male 1.512 16.189 Public 1627 53
5838 No Female -0.038 16.948 Public 1627 53
5838 No Female 0.732 17.312 Public 1627 53
5838 No Male -0.038 20.765 Public 1627 53
5838 No Male 0.242 19.485 Public 1627 53
5838 No Female -0.298 19.247 Public 1627 53
5838 No Female -0.408 2.417 Public 1627 53
5937 No Male 1.122 23.88 Public 1153 58
5937 No Male 1.262 23.771 Public 1153 58
5937 No Male 1.042 18.312 Public 1153 58
5937 No Male 0.362 17.539 Public 1153 58
5937 No Male -0.018 6.102 Public 1153 58
5937 No Female 1.512 18.4 Public 1153 58
5937 No Male 0.632 19.4 Public 1153 58
5937 No Female 1.202 18.56 Public 1153 58
5937 No Female 1.172 8.631 Public 1153 58
5937 No Female 1.072 18.38 Public 1153 58
